Date,Predicted_Spend,Lower_Bound,Upper_Bound
2025-10-01,88.7999249999998,79.91993249999983,97.67991749999979
2025-10-02,119.00054999999979,107.10049499999981,130.90060499999979
2025-10-03,128.3437249999998,115.50935249999984,141.1780974999998
2025-10-04,139.73217500000015,125.75895750000014,153.7053925000002
2025-10-05,112.18152499999975,100.96337249999978,123.39967749999974
2025-10-06,92.9338249999997,83.64044249999974,102.22720749999968
2025-10-07,91.59012499999986,82.43111249999987,100.74913749999985
